frame_num,timestamp,pre_s,inference_s,mid_s,annotate_s,total_s,fps_est,object_count
0,1767625120.1323438,1.200009137392044e-06,7.217805900028907,0.5821254999609664,0.03314250009134412,7.833091800101101,0.1276635108485634,4
